;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25
73;fail;fail;fail;fail;fail;fail;fail;fail;29921;fail;fail;70419;fail;fail;fail;fail;29589;fail;18870;79062;fail;15551;87535;33848;65723;195;67368;24389;34318;11801;fail;94109;44401;fail;45320;90789;59258;88316;259433;222216;99618;167589;4962;81474;70685;185480;84694;19394;268629;144603;3142;11082;115609;75681;41746;30396
74;fail;fail;fail;11095;fail;fail;fail;fail;fail;35014;fail;13638;fail;fail;fail;29290;41059;27839;19536;fail;13234;49055;28300;fail;70411;2924;fail;17289;fail;39332;fail;fail;fail;26324;57416;246586;416637;97182;127559;40360;294182;47621;145149;157009;67159;84164;352944;20415;51042;82971;120013;73114;13998;279174;63451;69743
75;fail;fail;fail;fail;fail;fail;12510;fail;fail;fail;37955;91488;fail;25103;fail;14056;fail;fail;65096;fail;fail;5354;12339;2659;16532;19234;fail;7662;34963;8288;62081;fail;29694;13619;fail;36371;219314;fail;27609;26952;293200;32699;331623;107948;79377;89495;8771;19106;12306;66093;79485;61926;79882;129925;3591;15477
76;fail;2666;5611;fail;fail;fail;fail;fail;fail;fail;fail;13389;fail;fail;fail;fail;16668;82116;95250;42143;67639;49735;71351;fail;8420;fail;fail;fail;16637;3257;fail;fail;36164;30032;fail;41858;19214;14506;96231;11735;195939;84423;68378;452147;233584;479453;93121;455029;23778;6596;46459;171554;33881;25509;9476;10875
77;fail;fail;fail;3055;fail;fail;78826;fail;fail;51682;3918;fail;fail;fail;fail;fail;fail;fail;58937;908;3860;fail;fail;fail;fail;691;32981;75340;93139;6808;62132;9655;26407;34211;fail;4001;4759;113360;24731;6916;358220;117367;43514;2604;8395;107976;84098;2001;27040;32874;66946;125015;44923;8354;129795;100963
78;213;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;87842;7329;fail;fail;fail;5556;98633;16706;fail;33661;fail;64265;82280;fail;fail;47662;fail;4048;303;44516;fail;fail;3167;93607;59332;127960;195884;335626;fail;97733;10094;33761;87102;182071;31738;121649;17909;14595;27326;4540;52547;30034;68201;242233
79;fail;fail;fail;fail;fail;fail;fail;fail;fail;4464;5453;fail;fail;19712;4775;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;28369;fail;39543;67121;6229;fail;1922;34773;41117;49355;81952;42091;159502;38938;83819;5520;137428;3492;68441;85356;57999;200402;170257;5301;4455;10876;5378;110219;30223;261142;12332
80;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;58719;88967;fail;fail;fail;18913;29648;88107;4956;fail;55622;22730;fail;72404;32648;fail;fail;44014;57529;fail;71111;64351;64201;59072;268690;64631;134215;376267;107634;81728;fail;14720;3000;45461;394816;20070;19230;8800;113300;5639;135487;6044;78426;59742;130766
81;fail;fail;fail;39757;fail;fail;fail;fail;fail;fail;32293;fail;fail;12494;fail;fail;45961;48550;fail;fail;fail;9438;62880;8585;fail;33101;51504;87677;fail;fail;59298;8134;67819;fail;fail;73288;9341;146176;53893;52684;96038;10555;99366;42113;150087;166909;10332;6341;174346;82015;109314;129645;52873;52118;446365;130873
82;fail;fail;fail;fail;33069;fail;fail;fail;5226;fail;27538;fail;fail;fail;fail;fail;42062;28268;81552;fail;fail;91149;2545;fail;fail;fail;86715;21866;18755;33203;94883;60129;78038;17507;fail;148100;162935;14568;14012;13508;202795;42554;73524;119392;13288;142384;203837;69169;127260;49616;58637;89074;3753;204206;113938;61299
83;fail;fail;fail;fail;fail;43375;fail;fail;fail;53814;fail;fail;27743;fail;fail;fail;86131;fail;fail;fail;fail;fail;36435;51413;fail;fail;fail;fail;18166;fail;49115;fail;fail;fail;92872;117709;146198;120902;78428;139681;305435;48112;35559;42168;100980;135239;26404;fail;25843;36262;31276;18243;210872;36127;42292;155215
84;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;16360;15276;fail;11;fail;8530;fail;5001;898;fail;fail;15645;fail;3211;13894;87221;26456;21631;1884;52039;65801;19722;fail;fail;fail;69990;207207;380167;113742;7656;1125;19662;2669;14778;17184;227429;57290;33737;29421;90842;191633;3458;401857;238964;40723;398283
85;fail;fail;fail;fail;fail;fail;fail;fail;36721;92558;fail;20029;66002;fail;fail;fail;fail;fail;fail;fail;fail;fail;51646;fail;fail;fail;fail;fail;fail;1848;35395;7893;31080;fail;2418;5444;35761;57040;120460;224719;41561;28872;35981;4979;10236;18403;118832;130905;11659;305262;268879;4521;74532;93212;87552;155544
86;fail;fail;45368;fail;fail;8429;fail;fail;44587;fail;55503;fail;fail;fail;fail;3327;fail;12877;75980;9330;fail;8905;13201;43460;23383;2439;5531;14273;20444;fail;47779;13158;19585;1856;fail;135528;4945;40580;118845;109893;39131;105066;16280;40546;4357;266444;43725;88075;7332;15445;17543;57127;85380;164310;31217;12063
87;fail;fail;fail;88511;fail;fail;fail;fail;fail;fail;19216;fail;75951;fail;410;fail;fail;98490;5499;8306;fail;fail;82929;92363;fail;95738;fail;81363;fail;5468;fail;51122;1570;49605;26941;15965;145031;16098;45416;16791;75585;30363;18684;55630;88581;267482;127137;50029;27366;89468;63170;46762;427089;106780;64101;41610
88;fail;fail;fail;4214;64874;fail;fail;fail;721;fail;fail;72254;70973;32883;28;fail;fail;fail;19025;fail;fail;fail;1599;fail;60963;83607;62968;fail;79588;18121;fail;94770;65334;fail;fail;18003;36852;194687;61488;6126;191742;34392;9406;86051;160670;12472;28527;715;32278;389713;107858;152693;358456;28802;149224;6108
89;fail;fail;fail;81350;fail;fail;15629;fail;fail;97141;621;fail;fail;40890;fail;67994;35012;28091;7623;fail;fail;fail;73926;79011;fail;2598;fail;fail;fail;fail;fail;91947;8784;fail;69756;7461;8142;8811;12988;118247;81899;129923;72937;152126;146241;159613;18301;152172;259378;41101;95110;203042;161331;9050;28166;61183
90;fail;fail;fail;32407;46672;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;14772;50269;39184;fail;fail;4205;3630;34820;fail;99491;62877;57976;37113;fail;9371;fail;48786;fail;48867;332803;212208;6617;fail;1432;fail;341;83175;189909;112197;147837;103495;31143;116833;74779;150104;12321;36108;107610;6880;49480
91;fail;fail;fail;fail;fail;fail;fail;fail;34980;17992;fail;fail;fail;fail;fail;4141;fail;fail;fail;67425;67257;69417;fail;fail;fail;fail;26715;68325;fail;3503;35001;5611;14610;fail;12252;85236;80179;42155;10118;63464;185396;350641;9855;168394;103050;100332;25617;298112;43291;58983;589876;199982;31227;14185;76398;21502
92;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;66262;fail;fail;fail;fail;32470;62831;36037;917;fail;21752;fail;fail;fail;98673;fail;fail;16785;fail;29973;48312;22009;28152;fail;275038;115670;268498;7407;81835;6578;8694;12577;5482;56349;47800;138942;174945;6477;20601;6293;31850;29495;38675;207904;36982
93;fail;fail;fail;9389;fail;fail;fail;fail;fail;fail;42643;fail;fail;85391;fail;fail;15084;fail;18579;fail;fail;fail;3889;fail;2782;24419;fail;38426;fail;17122;41037;fail;31306;57537;fail;33905;22013;203466;22827;71863;124535;7514;4238;81692;29941;47623;39030;139866;4612;69118;19344;157397;96473;102475;76002;30770
94;fail;fail;14935;fail;fail;fail;fail;fail;fail;fail;8941;59064;5925;50747;fail;fail;15023;fail;fail;4904;fail;89545;39647;fail;fail;90372;fail;7129;fail;6325;fail;fail;44816;fail;51697;108488;208445;1102;261929;197715;5247;88023;11939;568018;73813;273908;31895;30947;34131;48666;113853;19834;7125;71494;159791;347880
95;fail;fail;fail;fail;6404;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;26976;fail;88429;fail;fail;5891;27530;52524;11849;fail;fail;fail;92964;191;fail;fail;fail;fail;37971;19087;102435;22574;115055;4208;76320;224838;513996;42642;129387;7431;91383;63024;61371;200361;203522;258106;10014;140901;87631
96;fail;fail;fail;fail;fail;fail;34246;fail;fail;fail;43568;98027;fail;fail;fail;fail;92161;28877;54548;fail;fail;fail;fail;fail;fail;19359;18032;78943;7037;81435;70568;fail;fail;fail;fail;1151;7295;fail;64329;269155;223042;fail;38196;387644;15093;105918;12407;25247;13073;54012;6282;31047;11647;17529;19350;47689
97;fail;fail;fail;fail;fail;fail;fail;fail;70124;fail;fail;fail;fail;2696;fail;fail;70123;fail;fail;10925;fail;18227;23898;fail;30519;5147;fail;fail;15166;fail;39545;fail;fail;fail;fail;10739;207049;181873;185081;262209;128400;150973;5857;758350;8863;76317;94192;165650;82358;230276;575086;90518;190531;33016;13294;1242950
98;fail;fail;fail;13809;86727;fail;fail;fail;fail;fail;fail;30109;fail;fail;fail;11036;77437;fail;36024;fail;72366;33085;4459;fail;38713;69684;fail;68790;fail;28946;fail;fail;91697;fail;fail;25051;90443;10521;12154;32851;21734;125987;87755;270117;24863;45591;157077;90098;11991;78404;112105;45851;136177;177269;63200;6844
99;fail;fail;35695;49382;fail;98946;fail;fail;fail;53194;23555;5821;18595;89428;fail;fail;fail;fail;47121;fail;fail;fail;90175;fail;fail;fail;fail;fail;fail;fail;27744;fail;31898;fail;fail;30361;50742;17072;19180;101051;782;1579;82675;22959;430346;196784;123889;716007;735;29465;83591;83146;30055;147218;290924;517517
100;fail;fail;fail;fail;fail;fail;fail;fail;fail;11905;fail;fail;28874;fail;fail;fail;fail;fail;4984;fail;fail;47130;fail;35414;35175;fail;fail;fail;16759;54891;fail;fail;fail;fail;19297;8696;203436;24548;111146;124927;3214;105047;28049;17365;15118;134349;116592;22011;38101;226228;128696;54633;174798;200717;947471;137640
101;fail;fail;fail;fail;fail;fail;fail;fail;fail;16428;fail;fail;fail;fail;fail;78713;80;61959;49871;2287;fail;53433;71953;13573;42424;fail;43478;74844;fail;fail;38765;86761;988;fail;fail;21242;10693;fail;25443;244541;fail;6556;445242;550787;179981;282772;43909;136635;400088;52569;74241;6381;111673;100648;5349;519577
102;fail;fail;2431;10837;fail;223;fail;fail;9339;fail;27778;fail;14440;fail;fail;fail;fail;fail;34051;65666;21456;fail;fail;fail;73791;10281;fail;73849;3988;fail;fail;fail;41268;27306;48562;3831;53792;42254;138802;19352;45222;37346;118435;76380;238841;27201;10077;40910;206294;101981;26861;108997;22281;84965;76476;148458
103;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;71384;fail;fail;fail;fail;1231;fail;fail;fail;fail;fail;fail;36403;56802;fail;84173;fail;fail;fail;23334;98412;25644;fail;6515;fail;141596;267304;180504;106088;214160;41332;88005;104783;208189;154793;25613;95712;75669;18433;123070;116099;51928;164008;12613;135918;68778
104;fail;fail;fail;27556;fail;fail;fail;fail;fail;fail;62406;fail;67313;fail;fail;402;fail;8392;fail;fail;40128;5402;78839;80243;fail;fail;10660;fail;19064;70592;83200;46544;2326;fail;14194;17554;195254;55051;43803;63591;22572;11423;22897;277409;99596;275288;47886;76598;60703;20998;26112;35081;49534;366879;80171;62598
105;fail;fail;fail;fail;76872;fail;fail;fail;fail;fail;fail;fail;fail;15204;fail;fail;fail;17398;fail;fail;66589;80224;26341;fail;fail;93118;57969;2193;73167;fail;8695;fail;fail;fail;97205;34951;158542;20144;152997;25568;117975;88067;34852;55032;361482;146225;16749;119146;15093;72131;163622;91555;7133;209210;98657;163167
106;fail;fail;5014;fail;fail;fail;fail;fail;fail;6042;fail;10226;fail;fail;fail;51332;fail;fail;fail;98709;fail;86293;fail;fail;fail;29737;fail;88756;6302;512;fail;37658;15437;5853;fail;81050;186301;409357;30996;153367;168994;209821;68958;54440;325;113881;fail;205044;140906;44170;86095;1501;18244;28279;65017;44304
107;fail;fail;fail;23568;fail;fail;fail;fail;22012;24548;73512;21636;fail;fail;fail;fail;fail;fail;2135;fail;fail;15770;18394;13292;20089;21423;28895;fail;42264;36563;35086;1233;15368;1357;fail;3546;19729;11322;83007;176257;91553;30285;16217;9169;62851;31647;218001;161467;20141;98007;16941;92726;9008;60573;43528;99063
108;fail;fail;fail;65749;38719;fail;fail;fail;77899;fail;fail;2712;fail;fail;fail;fail;fail;fail;40701;fail;fail;fail;fail;23353;50073;65114;fail;fail;95400;fail;90520;55141;57193;fail;fail;108799;78877;392928;27934;64801;fail;38689;4607;562953;722050;133216;271170;107977;74082;111885;51090;94636;17806;10789;40353;21453
109;fail;fail;fail;35923;fail;fail;fail;fail;18710;fail;17898;fail;fail;fail;fail;36820;40289;fail;fail;51959;fail;17176;19882;fail;59633;fail;76621;fail;fail;fail;fail;43481;42921;fail;fail;114652;17039;271213;48775;91222;286065;139707;71812;179821;24258;45413;9717;211677;4536;4878;20464;141995;151422;49223;13661;67209
110;fail;fail;fail;fail;fail;fail;fail;fail;fail;79035;32275;fail;fail;fail;fail;93360;fail;5114;8000;95147;fail;51241;36803;fail;40019;30018;11637;fail;67087;12875;fail;34681;fail;fail;fail;17438;182672;122600;405302;220512;151969;349298;7676;236740;69564;153462;6328;158759;308891;47489;37921;11675;115310;57220;4866;5197
111;fail;fail;fail;7942;56164;fail;fail;fail;70631;fail;fail;fail;fail;fail;fail;fail;fail;72302;fail;fail;fail;fail;83263;122;29598;fail;21598;fail;198;fail;57258;22511;4503;2944;61179;92197;fail;327564;50114;26644;284171;131534;1488;83358;166302;183500;16268;208664;254563;11846;57910;76336;69405;9471;64762;10732
112;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;25335;39252;fail;fail;fail;80414;62322;fail;6977;52539;fail;10607;34441;61933;fail;10480;fail;fail;9151;fail;69983;77822;44594;71105;116;13851;234946;206676;326130;240098;75549;124931;25018;14401;13428;25120;6611;5299;269283;9471;1690;48169;63537;29909;111316;45834
113;fail;fail;fail;fail;86231;fail;fail;fail;fail;fail;65574;fail;fail;1734;fail;fail;fail;fail;75022;fail;fail;fail;13739;491;14533;fail;fail;fail;69991;14163;14596;74787;fail;fail;fail;2574;117143;80605;55860;155924;161047;fail;96359;133790;4939;211531;88208;210255;2889;549327;36727;67573;300734;218985;59589;987
114;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;15819;fail;fail;73067;fail;fail;fail;84167;fail;fail;fail;fail;fail;8551;fail;48687;20598;20352;72635;725;170138;fail;122694;36662;58713;14696;fail;20661;59010;179240;8450;461002;181784;329065;52456;36076;122493;63121;239023;12629;1986
115;fail;fail;fail;fail;fail;fail;1416;3416;fail;fail;7537;6221;44033;93739;fail;27257;fail;fail;fail;80396;fail;fail;14515;fail;15153;3831;fail;11899;fail;28068;fail;7983;37503;8213;65398;43050;153124;39906;59336;72573;9700;3833;6242;27326;130419;45098;188164;11248;3267;9470;44253;42222;50200;65671;5068;16107
116;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;43693;5147;fail;fail;fail;70460;fail;71997;fail;fail;fail;fail;fail;fail;48261;fail;fail;50265;fail;fail;52288;fail;fail;3198;11792;82985;63863;53982;1455;62913;91464;2946;20801;13614;27933;54001;43862;24498;41607;73816;241378;72574;33087;27308;106162
117;fail;fail;fail;48162;fail;fail;fail;fail;fail;fail;fail;fail;fail;20469;fail;fail;fail;96316;fail;fail;23555;75687;fail;2806;56030;95477;4618;96158;fail;59123;fail;19882;40918;fail;14689;94759;65303;71555;46006;5883;315693;36376;15691;186463;258684;29391;278161;241361;430425;38213;10050;82002;220869;162816;195974;70450
118;fail;fail;fail;16361;fail;fail;fail;fail;19984;fail;38408;6390;fail;fail;fail;13334;88822;29018;fail;fail;fail;fail;42375;fail;37594;fail;fail;fail;10208;3429;fail;78285;67694;fail;fail;30119;16878;62451;341646;40237;293397;63011;20263;73041;23477;34896;101554;47774;147595;7997;6749;532493;391354;176725;31952;49066
119;fail;fail;fail;fail;fail;fail;fail;49;fail;31677;5599;fail;fail;fail;fail;55253;fail;6486;66505;8020;fail;58497;fail;52512;44457;29994;87421;11081;fail;57058;82434;69406;fail;fail;fail;42169;29205;51063;fail;78930;123679;104000;18024;269320;207647;51818;232907;13393;27348;31004;7434;61769;33841;16171;12884;24517
120;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;66956;fail;9965;fail;5305;fail;fail;fail;fail;fail;fail;12177;81514;fail;86680;23485;51935;fail;fail;27210;fail;fail;15663;193627;21274;fail;150444;415202;65716;2706;62948;181670;144686;156156;165501;60921;37177;22790;181387;57239;72201;20233;24261
121;fail;fail;fail;2513;fail;fail;fail;fail;69772;fail;43543;fail;fail;1752;fail;fail;fail;fail;53335;fail;3756;fail;fail;fail;53954;fail;19474;fail;28606;11545;7192;48207;62439;49201;25528;202798;114348;69006;234499;15526;221644;6698;35086;50085;39459;35332;104241;21694;7358;150519;16095;65250;7147;54951;45818;14840
122;fail;fail;30063;50129;fail;46132;fail;fail;fail;fail;28350;fail;51980;fail;fail;85032;34070;fail;91263;27969;fail;fail;3191;66399;6720;fail;fail;fail;78362;52854;54934;fail;846;fail;fail;24677;6009;21106;103624;3880;43804;53057;9443;49919;104648;116869;89014;26795;52033;76273;168876;61928;3936;30472;3163;109788
123;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;4759;38134;fail;fail;55280;69991;11424;45252;fail;fail;fail;fail;fail;fail;fail;fail;fail;73637;56976;88264;333310;42103;35719;3573;121053;fail;116310;29468;57320;3594;183619;119429;148780;11535;91713;70394;34942;19632;410194;118971
124;fail;fail;fail;fail;fail;fail;3892;381;fail;fail;fail;96239;8973;fail;fail;fail;fail;fail;fail;80249;fail;fail;fail;30111;5299;48595;47514;35016;37069;50277;30910;48761;28605;fail;2251;37871;fail;114212;175191;207566;fail;140535;60391;42343;76065;108759;91923;18008;75819;3442;37861;192460;44031;98413;10463;84744
125;fail;fail;fail;fail;fail;70517;fail;fail;28445;fail;495;fail;fail;22768;10675;fail;fail;fail;fail;41688;fail;74718;fail;fail;59658;32569;fail;24486;33849;fail;fail;fail;fail;12582;fail;42529;333289;84971;273771;fail;fail;7258;302331;9479;11248;27962;47219;39293;139605;39709;120957;160325;189371;17966;50744;157456
126;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;31297;27912;91432;8292;fail;19999;fail;fail;fail;fail;fail;48744;78177;345;51132;68137;fail;97116;47223;39401;11891;fail;645;5363;20548;15637;218969;133981;45613;58094;22024;117870;52953;21179;21926;75107;110098;33710;393718;11251;5609;11379;205885;19642;15904;10114
127;fail;fail;29554;fail;fail;fail;fail;fail;fail;fail;88809;fail;fail;fail;1787;fail;fail;4621;fail;26837;33323;fail;fail;fail;fail;fail;fail;fail;37461;76977;40970;80036;fail;51769;fail;19685;220934;26273;189690;216024;7879;137485;50385;14482;47768;142460;24036;45293;71776;21271;18407;51335;3369;15997;15777;7109
128;fail;fail;31375;fail;fail;fail;61754;fail;fail;80555;fail;fail;fail;fail;fail;fail;35424;fail;fail;10425;fail;fail;69381;fail;44628;fail;fail;fail;37426;36776;79480;54464;46769;fail;53119;15135;4403;78580;96748;153475;298097;43622;23590;171479;149219;117438;25548;442666;474975;72993;6473;42084;71284;6726;55433;66030
129;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;8546;fail;fail;2192;fail;fail;1153;24936;fail;42538;21601;fail;fail;23838;fail;fail;fail;fail;fail;fail;fail;41007;fail;8058;73392;10850;55835;27706;167316;44023;50417;43355;19561;74283;79219;172986;68257;82336;26636;49552;69632;63847;11323;211570
130;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;77436;fail;fail;fail;13534;21288;28954;fail;10362;fail;fail;fail;fail;fail;59241;fail;30727;fail;86150;fail;56514;61706;fail;fail;133763;7782;111747;232621;281149;387534;140364;563482;98798;92688;38276;343030;178528;63649;48715;145909;109856;270448;3198;182652;91519
131;50;fail;79511;81028;fail;fail;fail;fail;fail;fail;29005;fail;fail;fail;fail;fail;27868;11182;78336;fail;fail;fail;51071;fail;5319;fail;fail;fail;41523;fail;44304;22903;fail;fail;7448;59214;27135;235244;91362;45043;fail;43465;288200;106018;140585;121174;361461;4543;35014;3945;41060;111958;179619;400454;62190;220908
132;fail;fail;fail;fail;fail;fail;fail;fail;fail;17557;60840;70815;fail;fail;fail;fail;14568;23584;64617;29211;1551;1106;fail;42482;fail;fail;43968;7919;46706;fail;fail;fail;fail;76123;84166;48522;52312;164601;64344;105549;22983;19249;52306;84951;143633;252674;52061;248;285217;120239;4770;89584;3201;792;10720;8789
133;fail;fail;fail;fail;fail;27620;fail;fail;11910;fail;76522;fail;34485;fail;fail;fail;fail;37014;fail;fail;40918;66877;89116;fail;fail;fail;94371;fail;7693;45368;1190;91024;11413;69313;39592;354118;85035;325155;91735;31568;225410;136293;28677;8939;7311;29529;68661;111214;8890;55786;60761;145562;444572;60838;129868;65538
134;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;4677;fail;16304;fail;fail;22714;41798;95086;fail;40345;fail;42734;21701;55797;53981;fail;48661;fail;35528;fail;fail;20399;fail;79540;fail;80919;149634;33778;55256;15001;215917;76467;88426;58168;13672;17644;86360;155799;47957;12208;124202;84793;174107;247933;94142;78728
135;fail;1501;fail;42151;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;91554;41194;55487;fail;fail;54500;fail;68119;27893;fail;37601;fail;fail;fail;29433;59874;33792;7814;62071;76363;87942;30610;27052;44041;10026;20031;64145;157437;185139;49975;642128;184819;454814;22731;137472;74618;164873;137926;89161;21002;10892
136;fail;fail;fail;39492;fail;fail;fail;fail;82544;35302;fail;64491;fail;fail;fail;fail;76566;28535;78513;93451;fail;4537;fail;92450;37563;fail;56680;fail;87030;fail;fail;2610;87538;27693;49777;89013;152164;169847;132499;250895;85819;fail;19232;59076;12059;307;113138;54475;21623;104625;140574;66263;305288;253572;47207;169355
137;fail;fail;fail;fail;fail;fail;95858;fail;90787;89607;fail;fail;fail;fail;fail;15612;3778;79830;fail;fail;76274;64364;fail;fail;fail;fail;fail;25371;fail;fail;fail;91386;fail;fail;78284;94443;361610;345122;fail;11089;fail;147408;8457;13422;49076;71955;39521;171581;191760;15390;76764;6161;38031;51272;56706;324899
